1,4,15,46,52,66
2,3,7,11,34,41
3,7,11,34,41,85
4,6,12,15,25,45
5,50,51,53,56,87
6,15,19,23,35,38
7,8,13,28,85,89
8,13,17,60,77,79
10,24,30,31,54,70
13,28,47,57,58,61
15,19,23,35,38,73
23,33,39,81,86,92
24,30,31,54,70,74
26,36,37,56,76,80
39,40,46,52,59,91
40,46,59,66,73,86
