2,3,7,11,34,41,85
4,6,12,15,45,52,73
5,50,51,53,56,85,87
6,15,23,40,46,73,86
8,13,28,47,57,58,77
10,24,30,31,54,70,74
15,40,46,59,73,86,91
29,30,31,54,63,67,70
